Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
PietrucciCerroni2019,https://pubmed.ncbi.nlm.nih.gov/31174953/,10.1016/j.parkreldis.2019.06.003,Dysbiosis of gut microbiota in a selected population of Parkinson's patients.,2019,Italy,Europe,16S,Parkinsonism & related disorders,Parkinson’s disease (PD),No Difference,Yes,"Lactobacillaceae, Enterobacteriaceae and Enterococcaceae families",Lachnospiraceae ,Other,Main Text,,Jason A. Rothman,,,,,,,,,,
LwereMuwonge2025,https://pubmed.ncbi.nlm.nih.gov/40258729/,10.1097/MD.0000000000042100,Characterization of the gut microbiome in Alzheimer disease and mild cognitive impairment among older adults in Uganda: A case-control study.,2025,Uganda,Africa,16S,Medicine,Alzheimer’s disease (AD),Decrease,Not reported,Obesumbacterium (P = .00468),"Acidobacteria and Firmicutes; Ochrobactrum (P = 7e−07), Mesorhizobium (P = 8e−05), and Streptococcus (P = .00021)",LEfSe (LDA),Main Text,,Jason A. Rothman,"This paper doesn't report statistics correctly, or sometimes at all.",,,,,,,,,
TeigenMcCarter2024,https://pubmed.ncbi.nlm.nih.gov/39426329/,10.1016/j.parkreldis.2024.107176,Taxonomic intestinal microbiota differences in Lewy body spectrum disease and cohabitant controls.,2024,United States,North America,16S,Parkinsonism & related disorders,Other,No Difference,Yes,,"Lachnospiraceae, Faecalibacterium, and Alistipes",Other,Main Text,,Jason A. Rothman,Lewy body disease,,,,,,,,,
VacarasMuresanu2023,The role of multiple sclerosis therapies on the dynamic of human gut microbiota - PubMed,10.1016/j.jneuroim.2023.578087,The role of multiple sclerosis therapies on the dynamic of human gut microbiota.,2023,Greece,Europe,16S,Journal of neuroimmunology,Multiple sclerosis (MS),No Difference,No,"Lentisphaerae phylum (p = 0.005), Prevotella stercorea species (p = 0.02) , ","Actinobacteria phylum (p = 0.01), with its species Bifidobacterium (p = 0.01) and Bifidobacterium adolescentis (p = 0.007), also decreased level of Bacteroides coprophilus (p = 0.02) (from Bacteroidetes phylum). Firmicutes phylum has reduced relative abundance of Faecalibacterium prausnitzii (p = 0.03), Lachnospiraceae (p = 0.01), Staphylococcus hominis (p = 0.02) and Staphylococcus bacterium (p = 0.02). Proteobacteria phylum has a decreased in Haemophilus (p = 0.04) and Escherichia coli (p = 0.04).",LEfSe (LDA),Main Text,intervention,Jason A. Rothman,,,,,,,,,,
GuoPeng2021,https://pubmed.ncbi.nlm.nih.gov/33523001/,10.3233/JAD-201040,Gut Microbiome Features of Chinese Patients Newly Diagnosed with Alzheimer's Disease or Mild Cognitive Impairment,2021,United States,North America,16S,Bioscience Reports,Alzheimer’s disease (AD),,Yes,Prevotella_9; Prevotella_9 (uncultured bacterium); Eubacterium eligens group (MCI),Bacteroides; Lachnospira; Ruminiclostridium_9; Bacteroides fragilis,,Main Text,,Emily Song,,,,,,,,,,
LiWu2017,https://pubmed.ncbi.nlm.nih.gov/28536926/,10.1007/s11427-016-9001-4,Structural changes of gut microbiota in Parkinson's disease and its correlation with clinical features.,2017,China,Asia,16S,Science China. Life sciences,Parkinson’s disease (PD),No Difference,Not reported,"Acidaminococcus, Acinetobacter, Enterococcus, Escherichia-Shigella, Megamonas,
Megasphaera, Proteus, Streptococcus","Blautia, Faecalibacterium, Ruminococcus ",Other,Main Text,,Jason A. Rothman,,,,,,,,,,
QianYang2018,https://pubmed.ncbi.nlm.nih.gov/29501802/,10.1016/j.bbi.2018.02.016,Alteration of the fecal microbiota in Chinese patients with Parkinson's disease.,2018,China,Asia,16S,"Brain, behavior, and immunity",Parkinson’s disease (PD),Increase,Yes,"Alistipes, Paraprevotella, Klebesiella, Sphingomonas, Acinetobacter, Aquabacterium, Desulfovibrio, Clostridium IV, Lachnospiracea incertae sedis, Butyricicoccus, Clostridium XVIII and Nitrososphaera",Lactobacillus and Sediminibacterium ,LEfSe (LDA),Main Text,,Jason A. Rothman,,,,,,,,,,
ChenXu2022,https://www.frontiersin.org/articles/10.3389/fcimb.2022.942460/full,10.3389/fcimb.2022.942460,A comparison of the composition and functions of the oral and gut microbiotas in Alzheimer’s patients,2022,China,Asia,16S,Frontiers in Cellular and Infection Microbiology,"Alzheimer’s disease (AD), Dementia",,Yes,Streptococcus (moderate AD>NC; p<0.05; human oral); Veillonella (moderate AD>NC; p<0.05; human oral); Leptotrichia (mild & moderate AD>NC; p=0.002; human oral); Enterobacteriaceae/Escherichia_Shigella (moderate AD>NC; p<0.05; human fecal); Verrucomicrobia/Akkermansia (moderate AD>NC; p<0.05; human fecal); Actinobacteria/Bifidobacterium (mild & moderate AD>NC; p<0.05; human fecal),Aggregatibacter (moderate AD<NC; p<0.05; human oral); Lautropia (moderate AD<NC; p<0.05; human oral). GUT—↓ Erysipelotrichia/Erysipelotrichales (moderate AD<NC; p<0.05; human fecal); Acidaminococcaceae/Phascolarctobacterium (moderate AD<NC; p<0.05; human fecal); Clostridium_IV (moderate AD<NC; p<0.05; human fecal); Bacteroidaceae/Bacteroides & Parabacteroides (moderate AD<NC; p<0.05; human fecal),,Main Text,gradient/subtypes,Emily Song,,,,,,,,,,
LubomskiXu2022,https://pubmed.ncbi.nlm.nih.gov/34128115/,10.1007/s00415-021-10657-9,The impact of device-assisted therapies on the gut microbiome in Parkinson's disease.,2022,Australia,Oceania,16S,Journal of neurology,Parkinson’s disease (PD),No Difference,Yes,,,Other,Main Text,intervention,Jason A. Rothman,"DA between disease and HC was not tested, only between two different treatment regimen.",,,,,,,,,
ZengShen2020,https://pubmed.ncbi.nlm.nih.gov/32747678/,10.1038/s41598-020-69845-8,The alteration of gut microbiome and metabolism in amyotrophic lateral sclerosis patients.,2020,China,Asia,Both,Scientific reports,Amyotrophic lateral sclerosis (ALS),Increase,Yes,"Bacteroidetes (42.23 vs. 26.46%, P = 0.0045) at the phylum level, as well as Kineothrix (0.0021 vs. 0%, P = 0.009), Parabacteroides (0.32 vs. 0.01%, P = 0.011), Odoribacter (2.61 vs. 1.87%, P = 0.0156), Sporobacter (0.12 vs. 0.02%, P = 0.0137), Eisenbergiella (0.21% vs. 0.07%, P = 0.0289), Mannheimia (0.12 vs. 0.02%, P = 0.0439), Anaerotruncus (0.03 vs. 0.02%, P = 0.0417) and unclassified Porphyromonadaceae (0.0097 vs. 0.0072%, P = 0.01)","Firmicutes (45.29 vs. 59.75%, P = 0.0248) at the phylum level and Megamonas (1.48 vs. 7.54%, P = 0.0335)",LEfSe (LDA),Main Text,,Jason A. Rothman,Weighted and unweighted ANOSIM showed different result.,,,,,,,,,
AhoPereira2019,https://pubmed.ncbi.nlm.nih.gov/31221587/,10.1016/j.ebiom.2019.05.064,Gut microbiota in Parkinson's disease: Temporal stability and relations to disease progression.,2019,Finland,Europe,16S,EBioMedicine,Parkinson’s disease (PD),No Difference,Yes,,,"ANCOM, DESeq, Other",Main Text,,Jason A. Rothman,3 different DA methods were used and compared. Main text did not indicate the directionality of DA between PD and HC.,,,,,,,,,
DuWang2025,https://pubmed.ncbi.nlm.nih.gov/40717466/,10.1111/cns.70541,Effect of Probiotics Supplementation on REM Sleep Behavior Disorder and Motor Symptoms in Parkinson's Disease: A Pilot Study.,2025,China,Asia,16S,CNS neuroscience & therapeutics,Parkinson’s disease (PD),No Difference,No,"p_Actinobacteriota and c_Negativicutes, Gordonibacter and Peptoniphilus coxii, Bacillus sp._SB47, Streptococcus_mutans_U2B, and Lactobacillus_casei","Lactococcus, Comamonas, and Enterococcus, Enterococcus_faecium, Comamonas_kerstersii, and Ruminococcaceae_bacterium GD-1 ",LEfSe (LDA),Main Text,intervention,Jason A. Rothman,,,,,,,,,,
KozhievaNaumova2019,https://pubmed.ncbi.nlm.nih.gov/31888483/,10.1186/s12866-019-1685-2,Primary progressive multiple sclerosis in a Russian cohort: relationship with gut bacterial diversity.,2019,Russia,Europe,16S,BMC microbiology,Multiple sclerosis (MS),No Difference,Not reported,"Verrucomicrobiae, Deltaproteobacteria",Clostridia,Other,Main Text,,Jason A. Rothman,,,,,,,,,,
ChenChia2016,https://pubmed.ncbi.nlm.nih.gov/27346372/,10.1038/srep28484,Multiple sclerosis patients have a distinct gut microbiota compared to healthy controls.,2016,United States,North America,16S,Scientific reports,Multiple sclerosis (MS),No Difference,Yes,"Pseudomonas (Proteobactreia), Pedobacter (Bacteroidetes), Blautia (Firmicutes), Dorea (Firmicutes), and Mycoplana (Proteobactreia)","Adlercreutzia (Actinobacteria), Collinsella (Actinobacteria), Lactobacillus (Firmicutes) and Parabacteroides (Bacteriodetes)",Other,Main Text,,Jason A. Rothman,,,,,,,,,,
LinLin2025,https://pubmed.ncbi.nlm.nih.gov/40606636/,10.3389/fcimb.2025.1594152,Anxiety-related gut microbiota alterations in Parkinson's disease: distinct associations compared to healthy individuals.,2025,Taiwan,Asia,16S,Frontiers in cellular and infection microbiology,Parkinson’s disease (PD),No Difference,Differing B/w Subgroups,"PD-Anxious: Ruminococcaceae, Bacteroides intestinalis ",PD-Anxious: Escherichia-Shigella,Linear (e.g. MaAsLin),Main Text,gradient/subtypes;confounding disease,Jason A. Rothman,,,,,,,,,,
MazziniMogna2018,https://pubmed.ncbi.nlm.nih.gov/29782468/,10.1097/MCG.0000000000001042,Potential Role of Gut Microbiota in ALS Pathogenesis and Possible Novel Therapeutic Strategies.,2018,Italy,Europe,,Journal of clinical gastroenterology,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,intervention,Jason A. Rothman,"This is a presentation abstract, not a paper.",,,,,,,,,
ZhangYue2020,https://pubmed.ncbi.nlm.nih.gov/33099131/,10.1016/j.parkreldis.2020.10.034,Altered gut microbiota in Parkinson's disease patients/healthy spouses and its association with clinical features.,2020,England,Europe,16S,Parkinsonism & related disorders,Parkinson’s disease (PD),Decrease,Yes,,,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
ZhangMa2022,https://pubmed.ncbi.nlm.nih.gov/35599486/,10.3233/JAD-220101,Crosstalk Between Gut Microflora and Vitamin D Receptor SNPs Are Associated with the Risk of Amnestic Mild Cognitive Impairment in a Chinese Elderly Population.,2022,China,Asia,16S,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),No Difference,No,,,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
LinChen2019,https://pubmed.ncbi.nlm.nih.gov/31248424/,10.1186/s12974-019-1528-y,Altered gut microbiota and inflammatory cytokine responses in patients with Parkinson's disease.,2019,Taiwan,Asia,16S,Journal of neuroinflammation,Parkinson’s disease (PD),,,"Parabacteroides, Verrucomicrobia, Akkermansia, Veillonella, Odoribacter, Mucispirillum, Bilophila, Enterococcus, Lactobacillus",Prevotella,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
NiTong2025,https://pubmed.ncbi.nlm.nih.gov/39134825/,10.1007/s12035-024-04370-7,Gut Microbiota-Induced Modulation of the Central Nervous System Function in Parkinson's Disease Through the Gut-Brain Axis and Short-Chain Fatty Acids.,2025,China,Asia,16S,Molecular neurobiology,Parkinson’s disease (PD),Increase,Yes,"Clostridiales, bacteroidales",Enterobacterales,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
YildirimNalbantoglu2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC8823292/,10.1128/msystems.00004-22,Stratification of the Gut Microbiota Composition Landscape across the Alzheimer's Disease Continuum in a Turkish Cohort,2022,Turkey,Middle East,16S,mSystems,"Alzheimer’s disease (AD), Dementia",Increase,Yes,Bacteroides; Escherichia-Shigella; Enterococcus; Klebsiella; Akkermansia,,,Main Text,,Emily Song,,,,,,,,,,
BaldiniHertel2020,https://doi.org/10.1186/s12915-020-00775-7,10.1186/s12915-020-00775-7,Parkinson’s disease-associated alterations of the gut microbiome predict disease-relevant changes in metabolic functions,2020,Luxembourg,Europe,16S,BMC Biology,Parkinson’s disease (PD),No Difference,Yes,Anaerotruncus colihominis (FDR<0.05); Christensenella minuta (FDR<0.05); Lactobacillus (FDR<0.05); Streptococcus (FDR<0.05); Akkermansia muciniphila (FDR<0.05); Bilophila (FDR<0.05); Ruminococcus bromii (FDR<0.05); Ruminococcus torques (FDR<0.05); Roseburia intestinalis (FDR<0.05),Turicibacter sanguinis (FDR<0.05),,Main Text,,Fnu Babita,,,,,,,,,,
XiDing2021,https://pubmed.ncbi.nlm.nih.gov/34384375/,10.1186/s12866-021-02286-z,Disturbed microbial ecology in Alzheimer's disease: evidence from the gut microbiota and fecal metabolome.,2021,China,Asia,16S,BMC microbiology,Alzheimer’s disease (AD),No Difference,Yes,"Agathobacter,  unclassified_f_Lach- nospiraceae, Eubacterium_ventriosum_group, Lachnospiraceae_NC2004, Lachnospiraceae_NC2004, Faecalibacterium,   Ruminococca- ceae_UCG-007, Alloprevotella, Atopobium, Parvimonas, Cloacibacillus, Solobacterium, Pseudomonas ","Tyzzerella, Erysipelatoclostridium",LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
SepúlvedaRiveraOlivieriHenry2025,https://pubmed.ncbi.nlm.nih.gov/40764790/,10.1038/s41598-025-13262-2,Gut microbiota distinguishes aging hispanics with Alzheimer's disease: associations with cognitive impairment and severity.,2025,Puerto Rico,North America,16S,Scientific reports,Alzheimer’s disease (AD),No Difference,No,,,,Main Text,,Jake Castillo,,,,,,,,,,
MertsalmiAho2017,https://pubmed.ncbi.nlm.nih.gov/28891262/,10.1111/ene.13398,More than constipation - bowel symptoms in Parkinson's disease and their connection to gut microbiota.,2017,Finland,Europe,16S,European journal of neurology,Parkinson’s disease (PD),Not Reported,Not reported,,,,Main Text,,Jake Castillo,,,,,,,,,,
DelGrassini2020,https://pubmed.ncbi.nlm.nih.gov/33085540/,10.2217/fmb-2019-0336,The impact of intestinal microbiota on weight loss in Parkinson's disease patients: a pilot study.,2020,England,,,Future microbiology,Parkinson’s disease (PD),,,,,,Main Text,,Jake Castillo,,,,,,,,,,
YuWan2024,https://pubmed.ncbi.nlm.nih.gov/38529601/,10.2174/0115672050303878240319054149,Disruptions of Gut Microbiota are Associated with Cognitive Deficit of Preclinical Alzheimer's Disease: A Cross-Sectional Study.,2024,United Arab Emirates,Asia,,Current Alzheimer research,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Jake Castillo,,,,,,,,,,
VilletteNovikova2025,https://pubmed.ncbi.nlm.nih.gov/40707492/,10.1038/s41522-025-00780-0,Human gut microbiome gene co-expression network reveals a loss in taxonomic and functional diversity in Parkinson's disease.,2025,United States,North America,,NPJ biofilms and microbiomes,Parkinson’s disease (PD),,,,,,Main Text,,Jake Castillo,,,,,,,,,,
DiBozzi2020,https://pubmed.ncbi.nlm.nih.gov/32546239/,10.1186/s12916-020-01607-9,A prospective longitudinal study on the microbiota composition in amyotrophic lateral sclerosis.,2020,England,,,BMC medicine,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,intervention,Jake Castillo,,,,,,,,,,
JumaylaweeKomijani2025,https://pubmed.ncbi.nlm.nih.gov/39742897/,10.1016/j.micpath.2024.107269,The interplay of gut microbiota and heavy metals in multiple sclerosis patients.,2025,England,,,Microbial pathogenesis,Multiple sclerosis (MS),,,,,,Main Text,,Jake Castillo,,,,,,,,,,
WuHan2021,https://pubmed.ncbi.nlm.nih.gov/33466861/,10.3390/nu13010228,Altered Gut Microbial Metabolites in Amnestic Mild Cognitive Impairment and Alzheimer's Disease: Signals in Host-Microbe Interplay.,2021,Switzerland,Europe,,Nutrients,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Jake Castillo,,,,,,,,,,
PapićRački2025,https://pubmed.ncbi.nlm.nih.gov/40824914/,10.1371/journal.pone.0328761,Microbial diversity in drug-naïve Parkinson's disease patients.,2025,United States,North America,,PloS one,Parkinson’s disease (PD),,,,,,Main Text,,Jake Castillo,,,,,,,,,,
HerkenBang2019,https://pubmed.ncbi.nlm.nih.gov/31624178/,10.1212/NXI.0000000000000632,Normal gut microbiome in NMDA receptor encephalitis.,2019,United States,North America,,Neurology(R) neuroimmunology & neuroinflammation,Other,,,,,,Main Text,,Jake Castillo,,,,,,,,,,
JeongHuang2022,https://pubmed.ncbi.nlm.nih.gov/35431236/,10.3233/JAD-215090,Cognitive Function Associated with Gut Microbial Abundance in Sucrose and S-Adenosyl-L-Methionine (SAMe) Metabolic Pathways.,2022,United States,North America,,Journal of Alzheimer's disease : JAD,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Jake Castillo,,,,,,,,,,
ChenChen2022,https://pubmed.ncbi.nlm.nih.gov/35342048/,10.3233/JPD-223179,Alteration of Gut Microbial Metabolites in the Systemic Circulation of Patients with Parkinson's Disease.,2022,United States,North America,,Journal of Parkinson's disease,Parkinson’s disease (PD),,,,,,Main Text,,Jake Castillo,,,,,,,,,,
UbedaVázquezCarretero2022,https://pubmed.ncbi.nlm.nih.gov/36614151/,10.3390/ijms24010707,Fecal Volatile Organic Compounds and Microbiota Associated with the Progression of Cognitive Impairment in Alzheimer's Disease.,2022,Switzerland,Europe,,International journal of molecular sciences,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Jake Castillo,,,,,,,,,,
ChristopherMorgan2025,https://pubmed.ncbi.nlm.nih.gov/40362907/,10.3390/nu17091597,"Specific Bacterial Taxa and Their Metabolite, DHPS, May Be Linked to Gut Dyshomeostasis in Patients with Alzheimer's Disease, Parkinson's Disease, and Amyotrophic Lateral Sclerosis.",2025,Switzerland,Europe,,Nutrients,"Amyotrophic lateral sclerosis (ALS), Alzheimer’s disease (AD), Parkinson’s disease (PD)",,,,,,Main Text,,Jake Castillo,,,,,,,,,,
LiuDuan2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9259038/,10.1097/sla.0000000000005489,Orthopedic Surgery Causes Gut Microbiome Dysbiosis and Intestinal Barrier Dysfunction in Prodromal Alzheimer Disease Patients,2022,China,Asia,16S,Annals of Surgery,Alzheimer’s disease (AD),,Yes,Bacteroidaceae; Enterobacteriaceae; Acidaminococcaceae,Butyricicoccaceae; Christensenellaceae; Butyricicoccus; Christensenellaceae_R-7_group; Lachnospiraceae; Lachnospiraceae_UCG-010; Subdoligranulum; Fusicatenibacter; Dorea; Lachnospira,,Main Text,intervention,Fnu Babita,,,,,,,,,,
SajiNiida2019,https://pubmed.ncbi.nlm.nih.gov/30700769/,10.1038/s41598-018-38218-7,Analysis of the relationship between the gut microbiome and dementia: a cross-sectional study conducted in Japan.,2019,Japan,Asia,16S,Scientific reports,Dementia,,,,,,Main Text,,Jake Castillo,,,,,,,,,,
TakewakiSuda2020,https://pubmed.ncbi.nlm.nih.gov/32839304/,10.1073/pnas.2011703117,Alterations of the gut ecological and functional microenvironment in different stages of multiple sclerosis.,2020,United States,North America,,Proceedings of the National Academy of Sciences of the United States of America,Multiple sclerosis (MS),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
ShengLin2021,https://pubmed.ncbi.nlm.nih.gov/34024839/,10.3233/JAD-210259,Altered Gut Microbiota in Adults with Subjective Cognitive Decline: The SILCODE Study.,2021,United States,North America,,Journal of Alzheimer's disease : JAD,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Tyler Myers,,,,,,,,,,
GungorAdiguzel2016,https://pubmed.ncbi.nlm.nih.gov/26752409/,10.1371/journal.pone.0145878,Intestinal Microbiota in Patients with Spinal Cord Injury.,2016,United States,North America,,PloS one,"Amyotrophic lateral sclerosis (ALS), Spinal cord injury (SCI)",,,,,,Main Text,,Tyler Myers,,,,,,,,,,
HeintzBuschartPandey2018,https://pubmed.ncbi.nlm.nih.gov/28843021/,10.1002/mds.27105,The nasal and gut microbiome in Parkinson's disease and idiopathic rapid eye movement sleep behavior disorder.,2018,United States,North America,,Movement disorders : official journal of the Movement Disorder Society,Parkinson’s disease (PD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
LiuWu2019,https://pubmed.ncbi.nlm.nih.gov/31063846/,10.1016/j.bbi.2019.05.008,Altered microbiomes distinguish Alzheimer's disease from amnestic mild cognitive impairment and health in a Chinese cohort.,2019,Netherlands,Europe,,"Brain, behavior, and immunity","Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Tyler Myers,,,,,,,,,,
LiWang2019,https://pubmed.ncbi.nlm.nih.gov/31200089/,10.1016/j.neulet.2019.134297,Alteration of the fecal microbiota in North-Eastern Han Chinese population with sporadic Parkinson's disease.,2019,Ireland,Europe,,Neuroscience letters,Parkinson’s disease (PD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
ZhaiZheng2019,https://pubmed.ncbi.nlm.nih.gov/31306225/,10.1097/CM9.0000000000000351,Intestinal microbiota composition in patients with amyotrophic lateral sclerosis: establishment of bacterial and archaeal communities analyses.,2019,China,Asia,,Chinese medical journal,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
BeckerSchmartz2022,https://pubmed.ncbi.nlm.nih.gov/34839011/,10.1016/j.gpb.2021.08.009,"Effects of Resistant Starch on Symptoms, Fecal Markers, and Gut Microbiota in Parkinson's Disease - The RESISTA-PD Trial.",2022,England,,,"Genomics, proteomics & bioinformatics",Parkinson’s disease (PD),,,,,,Main Text,intervention,Tyler Myers,,,,,,,,,,
GongLiu2019,https://pubmed.ncbi.nlm.nih.gov/31448571/,10.1002/acn3.50874,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis.,2019,United States,North America,,Annals of clinical and translational neurology,Other,,,,,,Main Text,gradient/subtypes,Tyler Myers,,,,,,,,,,
ZhuMa2022,https://pubmed.ncbi.nlm.nih.gov/36235612/,10.3390/nu14193959,Altered Gut Microbiota and Its Clinical Relevance in Mild Cognitive Impairment and Alzheimer's Disease: Shanghai Aging Study and Shanghai Memory Study.,2022,Switzerland,Europe,,Nutrients,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Tyler Myers,,,,,,,,,,
KimSon2022,https://pubmed.ncbi.nlm.nih.gov/35189854/,10.1186/s12883-022-02586-5,"Gut- and oral-dysbiosis differentially impact spinal- and bulbar-onset ALS, predicting ALS severity and potentially determining the location of disease onset.",2022,England,,,BMC neurology,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
ShengYang2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC8843023/,10.1186/s13195-022-00977-x,Combination of gut microbiota and plasma amyloid-β as a potential index for identifying preclinical Alzheimer’s disease: a cross-sectional analysis from the SILCODE study,2022,China,Asia,16S,Alzheimer's Research & Therapy,"Alzheimer’s disease (AD), Dementia",,Mixed,Bacteroidetes; Bacteroidia; Bacteroidales,Firmicutes; Clostridia; Clostridiales; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Lachnospiraceae; Faecalibacterium,,Main Text,,Emily Song,,,,,,,,,,
GoreckaMazurKrygowskaWajs2024,https://pubmed.ncbi.nlm.nih.gov/38873926/,10.1111/nmo.14846,Associations between gut microbiota characteristics and non-motor symptoms following pharmacological and surgical treatments in Parkinson's disease patients.,2024,England,,,Neurogastroenterology and motility,Parkinson’s disease (PD),,,,,,Main Text,intervention,Tyler Myers,,,,,,,,,,
ParkChevalier2025,https://pubmed.ncbi.nlm.nih.gov/40953029/,10.1371/journal.pone.0330251,Gut microbiome signatures in iNPH: Insights from a shotgun metagenomics study.,2025,United States,North America,,PloS one,"Alzheimer’s disease (AD), Dementia",,,,,,Main Text,,Tyler Myers,,,,,,,,,,
AshrafDikarlo2024,https://pubmed.ncbi.nlm.nih.gov/39402079/,10.1038/s41598-024-74975-4,"Mycobacterium avium subspecies paratuberculosis (MAP) infection, and its impact on gut microbiome of individuals with multiple sclerosis.",2024,England,,,Scientific reports,Multiple sclerosis (MS),,,,,,Main Text,gradient/subtypes;confounding disease,Tyler Myers,,,,,,,,,,
YamashiroTakabayashi2024,https://pubmed.ncbi.nlm.nih.gov/38452948/,10.1016/j.nbd.2024.106464,Free water in gray matter linked to gut microbiota changes with decreased butyrate producers in Alzheimer's disease and mild cognitive impairment.,2024,United States,North America,,Neurobiology of disease,Alzheimer’s disease (AD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
UngerSpiegel2016,https://pubmed.ncbi.nlm.nih.gov/27591074/,10.1016/j.parkreldis.2016.08.019,Short chain fatty acids and gut microbiota differ between patients with Parkinson's disease and age-matched controls.,2016,England,,,Parkinsonism & related disorders,Parkinson’s disease (PD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
DuanLiu2021,https://pubmed.ncbi.nlm.nih.gov/33869072/,10.3389/fcimb.2021.592842,Preoperative Microbiomes and Intestinal Barrier Function Can Differentiate Prodromal Alzheimer's Disease From Normal Neurocognition in Elderly Patients Scheduled to Undergo Orthopedic Surgery.,2021,Switzerland,Europe,,Frontiers in cellular and infection microbiology,Alzheimer’s disease (AD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
LvLin2025,https://pubmed.ncbi.nlm.nih.gov/40071377/,10.62641/aep.v53i2.1682,Impact of 16S rRNA on Intestinal Flora Alterations and Early Diagnosis in Early Alzheimer's Disease Patients.,2025,Spain,Europe,,Actas espanolas de psiquiatria,Alzheimer’s disease (AD),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
ZhangHuang2024,https://pubmed.ncbi.nlm.nih.gov/37307829/,10.14336/AD.2023.0518,Relationships Between Rapid Eye Movement Sleep Behavior Disorder and Parkinson's Disease: Indication from Gut Microbiota Alterations.,2024,United States,North America,,Aging and disease,Parkinson’s disease (PD),,,,,,Main Text,gradient/subtypes;confounding disease,Tyler Myers,,,,,,,,,,
SaresellaMarventano2020,https://pubmed.ncbi.nlm.nih.gov/32733460/,10.3389/fimmu.2020.01390,Alterations in Circulating Fatty Acid Are Associated With Gut Microbiota Dysbiosis and Inflammation in Multiple Sclerosis.,2020,Switzerland,Europe,,Frontiers in immunology,Multiple sclerosis (MS),,,,,,Main Text,,Tyler Myers,,,,,,,,,,
AlshinnawyBadiea2025,https://pubmed.ncbi.nlm.nih.gov/40679698/,10.1007/s12035-025-05194-9,Decoding the Gut Microbiota in Multiple Sclerosis Using Nanopore Long-Read Sequencing: Insights into Disease Severity and Subtypes.,2025,Egypt,Africa,16S,Molecular neurobiology,Multiple sclerosis (MS),,,,,,Main Text,gradient/subtypes,Michael Iter,,,,,,,,,,
BedarfHildebrand2017,https://pubmed.ncbi.nlm.nih.gov/28449715/,10.1186/s13073-017-0428-y,Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naïve Parkinson's disease patients.,2017,England,,,Genome medicine,Parkinson’s disease (PD),,,,,,Main Text,,Michael Iter,,,,,,,,,,
ZengJunli2019,https://pubmed.ncbi.nlm.nih.gov/31108132/,10.1016/j.neuint.2019.104468,Gut dysbiosis and lack of short chain fatty acids in a Chinese cohort of patients with multiple sclerosis.,2019,England,,,Neurochemistry international,Multiple sclerosis (MS),,,,,,Main Text,,Michael Iter,,,,,,,,,,
RoutDash2025,https://pubmed.ncbi.nlm.nih.gov/39927883/,10.18632/aging.206200,Exploring the role of acylated ghrelin and gut microbiome in delineating cognitive health in the elderly,2025,India,Asia,16S,Aging,Dementia,No Difference,Yes,Bifidobacterium longum; Lactobacillus ruminis; Blautia producta; Eggerthella lenta; Bacteroides eggerthii; Pyramidobacter piscolens; Veillonella dispar,Prevotella copri; Eubacterium biforme; Faecalibacterium prausnitzii; Blautia obeum,,Main Text,,Emily Song,,,,,,,,,,
